idEntrada;usuarioOnline;statusSaida;paginaSaida;avaliacao.r;dataHoraEntrada;dataHoraSaida;dataHoraErro;tempoAcesso;codigo;erro
493;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;395;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
11;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;387;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
291;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;380;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
804;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;378;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
868;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:03;376;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
87;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:03;372;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
161;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;366;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
853;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;362;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
646;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;348;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
513;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;346;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
229;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;346;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
803;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;343;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
275;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;342;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
27;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;341;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
398;0;100%;0;n/ avaliado;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;341;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
988;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:01;334;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
312;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:02;331;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
443;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;319;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
413;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;318;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
737;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;315;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
763;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;314;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
653;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;313;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
915;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;311;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
706;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;311;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
669;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;308;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
204;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;305;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
885;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;305;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
463;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;302;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
753;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;301;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
584;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;300;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
385;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;297;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
779;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;297;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
886;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;295;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
132;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;294;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
930;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;292;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
720;0;100%;0;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;288;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
791;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;287;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
899;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;285;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
572;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;65;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
335;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;285;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
479;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:02;285;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
140;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;67;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
12;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 17:59;283;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
356;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;280;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
86;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;280;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
116;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;276;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
815;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:01;273;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
102;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;271;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
900;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:02;18/05/2021 18:00;269;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
191;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;266;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
512;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;266;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
814;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;265;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
496;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;77;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
290;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;260;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
117;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;253;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
932;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;79;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
347;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:01;252;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
570;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;250;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
966;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;248;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
177;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;245;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
428;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;241;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
602;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;237;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
603;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;236;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
691;0;100%;0;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;229;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
852;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;228;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
738;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;228;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
752;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;227;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
414;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;225;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
951;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 18:00;223;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
619;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:57;93;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
668;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;221;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
444;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;216;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
42;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:01;18/05/2021 17:59;215;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
203;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;208;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
778;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;207;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
569;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;204;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
192;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:58;201;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
478;0;100%;0;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;201;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
464;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;193;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
353;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;189;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
276;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;186;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
617;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;186;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
596;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;101;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
370;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;185;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
29;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;103;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
71;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;181;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
532;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;179;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
982;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:57;105;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
677;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:57;106;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
261;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;177;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
146;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;176;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
550;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;173;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
976;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:57;108;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
936;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;171;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
790;0;20%;4;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;162;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
563;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;109;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
65;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;111;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
249;0;20%;4;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:58;160;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
631;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 18:00;159;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
937;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;158;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
41;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;157;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
101;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:58;155;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
683;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 18:00;18/05/2021 17:59;153;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
397;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;147;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
647;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:59;140;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
355;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;133;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
215;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;121;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
684;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:57;120;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
952;1;80%;1;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;119;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
585;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;115;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
721;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;115;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
162;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;114;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
989;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;113;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
494;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:57;109;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
176;0;60%;2;n/ avaliado;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:57;108;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
974;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:57;108;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
248;0;20%;4;positiva;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;77;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
502;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;121;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
705;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:56;76;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
533;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;70;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
654;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;66;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
147;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:58;65;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
973;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;60;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
260;0;40%;3;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;56;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
57;1;80%;1;positiva;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;54;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
26;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;38;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
708;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;131;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
764;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:58;18/05/2021 17:57;37;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
914;0;60%;2;positiva;18/05/2021 17:57;18/05/2021 17:57;18/05/2021 17:57;26;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
967;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:57;18/05/2021 17:56;18;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
625;0;100%;0;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;135;500;"""OPS! NÃO FOI POSSIVEL CONSULTAR O SALDO TENTE NOVAMENTE MAIS TARDE"""
632;0;40%;3;n/ avaliado;18/05/2021 17:57;18/05/2021 17:57;18/05/2021 17:57;17;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
867;1;80%;1;negativa;18/05/2021 17:57;18/05/2021 17:57;18/05/2021 17:57;17;500;"""DESCULPE TIVEMOS UM PROBLEMA E NAO CONSEGUIMOS TE ATENDER AGORA"""
119;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 17:59;18/05/2021 17:58;138;500;"""ERRO AO EXECUTAR SERVICO: REQUESTCREDITSERVICE"""
990;0;60%;2;negativa;18/05/2021 17:57;18/05/2021 18:04;18/05/2021 18:03;439;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
692;0;40%;3;positiva;18/05/2021 17:57;18/05/2021 18:03;18/05/2021 18:03;382;550;"""ERRO NA VALIDACAO DE DADOS BASICOS"""
